threshold,tp,fp,fn,tn,alerts_day,precision,recall,savings_day,cost_day,net_day,within_capacity
0.9538643216080401,242,2,3850,99336,6.9655801560792705,0.9918032786885246,0.05913978494623656,1184.9717122621132,34.827900780396355,1150.143811481717,True
0.9588793969849246,198,0,3894,99338,5.6523970119003915,1.0,0.04838709677419355,969.5223100326382,28.261985059501956,941.2603249731362,True
0.963894472361809,198,0,3894,99338,5.6523970119003915,1.0,0.04838709677419355,969.5223100326382,28.261985059501956,941.2603249731362,True
0.9689095477386934,198,0,3894,99338,5.6523970119003915,1.0,0.04838709677419355,969.5223100326382,28.261985059501956,941.2603249731362,True
0.9739246231155779,198,0,3894,99338,5.6523970119003915,1.0,0.04838709677419355,969.5223100326382,28.261985059501956,941.2603249731362,True
0.9789396984924623,198,0,3894,99338,5.6523970119003915,1.0,0.04838709677419355,969.5223100326382,28.261985059501956,941.2603249731362,True
0.9839547738693467,198,0,3894,99338,5.6523970119003915,1.0,0.04838709677419355,969.5223100326382,28.261985059501956,941.2603249731362,True
0.9889698492462311,198,0,3894,99338,5.6523970119003915,1.0,0.04838709677419355,969.5223100326382,28.261985059501956,941.2603249731362,True
0.9939849246231156,198,0,3894,99338,5.6523970119003915,1.0,0.04838709677419355,969.5223100326382,28.261985059501956,941.2603249731362,True
0.999,198,0,3894,99338,5.6523970119003915,1.0,0.04838709677419355,969.5223100326382,28.261985059501956,941.2603249731362,True
